Time - Plot 0,Amplitude - Plot 0,Time - Plot 1,Amplitude - Plot 1,,,,,
9.99E-05,0.2,9.99E-05,-1.4,,,,,
0.0001,0.2,0.0001,-1.4,,,,,
0.0001,0.4,0.0001,-1.6,,,,,
0.0001,0.4,0.0001,-1.6,,,,,
0.0001,0,0.0001,-2,,,,,
0.0001,0.2,0.0001,-1.6,,,,,
0.0001,0.6,0.0001,-1.2,,,,,
0.000101,0,0.000101,-1.6,,,,,
0.000101,0.2,0.000101,-1.2,,,,,
0.000101,0,0.000101,-1.6,,,,,
0.000101,0,0.000101,-1.8,,,,,
0.000101,0.2,0.000101,-1.6,,,,,
0.000101,0.2,0.000101,-1.6,,,,,
0.000101,-0.2,0.000101,-1.4,,,,,
0.000101,0.2,0.000101,-1.4,,,,,
0.000101,0.2,0.000101,-1.6,,,,,
0.000102,0,0.000102,-1.6,,,,,
0.000102,0.2,0.000102,-1.4,,,,,
0.000102,0.4,0.000102,-1.6,,,,,
0.000102,0.4,0.000102,-2,,,,,
0.000102,0.6,0.000102,-1.8,,,,,
0.000102,0.4,0.000102,-1.6,,,,,
0.000102,0.2,0.000102,-1.4,,,,,
0.000102,0.2,0.000102,-1.8,,,,,
0.000102,0.2,0.000102,-1.6,,,,,
0.000102,0,0.000102,-1.4,,,,,
0.000102,0.4,0.000102,-1.4,,,,,
0.000103,0.4,0.000103,-1.2,,,,,
0.000103,0.2,0.000103,-1.8,,,,,
0.000103,0.2,0.000103,-1.4,,,,,
0.000103,0.2,0.000103,-1.4,,,,,
0.000103,0.2,0.000103,-1.6,,,,,
0.000103,0.2,0.000103,-1.2,,,,,
0.000103,0.2,0.000103,-1.6,,,,,
0.000103,0.4,0.000103,-1.4,,,,,
0.000103,0.6,0.000103,-1.2,,,,,
0.000103,0.6,0.000103,-1.8,,,,,
0.000104,0.4,0.000104,-1.6,,,,,
0.000104,0,0.000104,-1.4,,,,,
0.000104,0.6,0.000104,-1.8,,,,,
0.000104,0.4,0.000104,-1.6,,,,,
0.000104,0.4,0.000104,-1.4,,,,,
0.000104,0.2,0.000104,-1.4,,,,,
0.000104,0.6,0.000104,-1.4,,,,,
0.000104,0.6,0.000104,-1.4,,,,,
0.000104,0.6,0.000104,-1.4,,,,,
0.000104,0,0.000104,-1.8,,,,,
0.000105,0.4,0.000105,-1.6,,,,,
0.000105,0.2,0.000105,-1.2,,,,,
0.000105,0.2,0.000105,-1.6,,,,,
0.000105,0.4,0.000105,-1.6,,,,,
0.000105,0.8,0.000105,-1.8,,,,,
0.000105,0.8,0.000105,-1.4,,,,,
0.000105,0.4,0.000105,-1.4,,,,,
0.000105,0.4,0.000105,-1.8,,,,,
0.000105,0.2,0.000105,-1.8,,,,,
0.000105,0.4,0.000105,-2,,,,,
0.000106,0.2,0.000106,-1.4,,,,,
0.000106,0.4,0.000106,-1.2,,,,,
0.000106,0.6,0.000106,-1.2,,,,,
0.000106,0.4,0.000106,-1.4,,,,,
0.000106,0.2,0.000106,-1.4,,,,,
0.000106,0.2,0.000106,-1.4,,,,,
0.000106,0.4,0.000106,-1.2,,,,,
0.000106,0.2,0.000106,-1.6,,,,,
0.000106,0.4,0.000106,-1.4,,,,,
0.000107,0.2,0.000107,-1.4,,,,,
0.000107,0.4,0.000107,-1.4,,,,,
0.000107,0.6,0.000107,-1.8,,,,,
0.000107,0.6,0.000107,-1.8,,,,,
0.000107,0.6,0.000107,-1.6,,,,,
0.000107,0.4,0.000107,-1.8,,,,,
0.000107,0.6,0.000107,-1.4,,,,,
0.000107,0.4,0.000107,-1.4,,,,,
0.000107,0.2,0.000107,-1.6,,,,,
0.000107,0.2,0.000107,-1.4,,,,,
0.000107,0.2,0.000107,-1.6,,,,,
0.000108,0.4,0.000108,-1.4,,,,,
0.000108,0.6,0.000108,-1.6,,,,,
0.000108,0.2,0.000108,-1.6,,,,,
0.000108,0.4,0.000108,-1.2,,,,,
0.000108,0.4,0.000108,-1.4,,,,,
0.000108,0.4,0.000108,-1.6,,,,,
0.000108,0.4,0.000108,-1.4,,,,,
0.000108,0.6,0.000108,-1.6,,,,,
0.000108,0.4,0.000108,-1.4,,,,,
0.000108,0.6,0.000108,-1.6,,,,,
0.000109,0.2,0.000109,-1.6,,,,,
0.000109,0.2,0.000109,-1.6,,,,,
0.000109,0.6,0.000109,-1.6,,,,,
0.000109,0.4,0.000109,-1.4,,,,,
0.000109,0.4,0.000109,-1.2,,,,,
0.000109,0.6,0.000109,-1.4,,,,,
0.000109,0.2,0.000109,-1.4,,,,,
0.000109,0.4,0.000109,-1.2,,,,,
0.000109,0.4,0.000109,-1.6,,,,,
0.000109,0,0.000109,-1.4,,,,,
0.00011,0.2,0.00011,-1.2,,,,,
0.00011,0.8,0.00011,-1.4,,,,,
0.00011,0.2,0.00011,-1.4,,,,,
0.00011,0.4,0.00011,-1.4,,,,,
0.00011,0.4,0.00011,-1.2,,,,,
0.00011,0.4,0.00011,-1.4,,,,,
0.00011,0.2,0.00011,-1.6,,,,,
0.00011,0.4,0.00011,-1.4,,,,,
0.00011,0.6,0.00011,-1.2,,,,,
0.00011,0.2,0.00011,-1.4,,,,,
0.000111,0.2,0.000111,-1.2,,,,,
0.000111,0.2,0.000111,-1.6,,,,,
0.000111,0.2,0.000111,-1.6,,,,,
0.000111,0.2,0.000111,-1.2,,,,,
0.000111,0.2,0.000111,-1.6,,,,,
0.000111,0.2,0.000111,-1.4,,,,,
0.000111,0.4,0.000111,-1.2,,,,,
0.000111,0.4,0.000111,-1.6,,,,,
0.000111,0.2,0.000111,-1.2,,,,,
0.000111,0.2,0.000111,-1.4,,,,,
0.000112,0.2,0.000112,-1.4,,,,,
0.000112,0.2,0.000112,-1.6,,,,,
0.000112,0.2,0.000112,-1.6,,,,,
0.000112,0.2,0.000112,-1.4,,,,,
0.000112,0.4,0.000112,-1.4,,,,,
0.000112,0.2,0.000112,-1.4,,,,,
0.000112,0,0.000112,-1.4,,,,,
0.000112,0.2,0.000112,-1.4,,,,,
0.000112,0.4,0.000112,-1.2,,,,,
0.000112,0.2,0.000112,-1.2,,,,,
0.000113,0,0.000113,-1.2,,,,,
0.000113,0.2,0.000113,-1.2,,,,,
0.000113,0.2,0.000113,-1.2,,,,,
0.000113,0.2,0.000113,-1.4,,,,,
0.000113,0.4,0.000113,-1,,,,,
0.000113,0,0.000113,-1.6,,,,,
0.000113,0.2,0.000113,-1.2,,,,,
0.000113,0.4,0.000113,-1,,,,,
0.000113,0.4,0.000113,-1.8,,,,,
0.000113,0,0.000113,-1.4,,,,,
0.000114,-0.2,0.000114,-1.2,,,,,
0.000114,0.4,0.000114,-1.6,,,,,
0.000114,0.2,0.000114,-1.2,,,,,
0.000114,0,0.000114,-1.4,,,,,
0.000114,-0.2,0.000114,-1.4,,,,,
0.000114,0,0.000114,-1.6,,,,,
0.000114,0.2,0.000114,-1.4,,,,,
0.000114,0,0.000114,-1,,,,,
0.000114,0,0.000114,-1.6,,,,,
0.000114,-0.2,0.000114,-1.2,,,,,
0.000115,-0.2,0.000115,-1.2,,,,,
0.000115,-0.2,0.000115,-1.2,,,,,
0.000115,0.2,0.000115,-1.4,,,,,
0.000115,0.2,0.000115,-1.4,,,,,
0.000115,0.2,0.000115,-1.6,,,,,
0.000115,0,0.000115,-1.2,,,,,
0.000115,-0.2,0.000115,-1.6,,,,,
0.000115,-0.2,0.000115,-1.6,,,,,
0.000115,0.2,0.000115,-1.8,,,,,
0.000115,-0.2,0.000115,-1,,,,,
0.000116,-0.2,0.000116,-1,,,,,
0.000116,-0.2,0.000116,-1,,,,,
0.000116,0,0.000116,-1.2,,,,,
0.000116,0,0.000116,-0.8,,,,,
0.000116,0,0.000116,-1.2,,,,,
0.000116,-0.4,0.000116,-1,,,,,
0.000116,-0.4,0.000116,-1.4,,,,,
0.000116,-0.4,0.000116,-1.4,,,,,
0.000116,-0.4,0.000116,-1.4,,,,,
0.000116,-0.2,0.000116,-1,,,,,
0.000117,-0.2,0.000117,-1.2,,,,,
0.000117,-0.2,0.000117,-1.4,,,,,
0.000117,-0.4,0.000117,-1.2,,,,,
0.000117,-0.4,0.000117,-1.4,,,,,
0.000117,-0.2,0.000117,-1.2,,,,,
0.000117,-0.4,0.000117,-1,,,,,
0.000117,-0.4,0.000117,-1.2,,,,,
0.000117,-0.6,0.000117,-1,,,,,
0.000117,-0.8,0.000117,-1.4,,,,,
0.000117,-0.4,0.000117,-1.2,,,,,
0.000118,-0.6,0.000118,-1.4,,,,,
0.000118,-0.8,0.000118,-1,,,,,
0.000118,-0.6,0.000118,-1.2,,,,,
0.000118,-0.8,0.000118,-1.2,,,,,
0.000118,-0.8,0.000118,-1.2,,,,,
0.000118,-0.6,0.000118,-1.4,,,,,
0.000118,-0.6,0.000118,-1.2,,,,,
0.000118,-0.6,0.000118,-1.2,,,,,
0.000118,-0.6,0.000118,-1.2,,,,,
0.000118,-0.8,0.000118,-1.4,,,,,
0.000119,-0.6,0.000119,-1.4,,,,,
0.000119,-0.8,0.000119,-1.4,,,,,
0.000119,-1,0.000119,-1.2,,,,,
0.000119,-0.8,0.000119,-1.2,,,,,
0.000119,-0.4,0.000119,-1.4,,,,,
0.000119,-1,0.000119,-1.4,,,,,
0.000119,-0.8,0.000119,-0.8,,,,,
0.000119,-0.8,0.000119,-1.4,,,,,
0.000119,-1.2,0.000119,-1.2,,,,,
0.000119,-1.2,0.000119,-1.2,,,,,
0.00012,-1,0.00012,-1.2,,,,,
0.00012,-1.4,0.00012,-1,,,,,
0.00012,-1.2,0.00012,-1.2,,,,,
0.00012,-1,0.00012,-1.2,,,,,
0.00012,-1,0.00012,-1.6,,,,,
0.00012,-1.4,0.00012,-1.4,,,,,
0.00012,-1.2,0.00012,-1.2,,,,,
0.00012,-1.2,0.00012,-1.2,,,,,
0.00012,-1.4,0.00012,-1,,,,,
0.00012,-1.4,0.00012,-1,,,,,
0.000121,-1.2,0.000121,-1.4,,,,,
0.000121,-1.2,0.000121,-1.2,,,,,
0.000121,-1.4,0.000121,-1.2,,,,,
0.000121,-1.4,0.000121,-1.2,,,,,
0.000121,-1.6,0.000121,-1.4,,,,,
0.000121,-1.4,0.000121,-1.4,,,,,
0.000121,-1.6,0.000121,-1.4,,,,,
0.000121,-1.6,0.000121,-1.2,,,,,
0.000121,-1.6,0.000121,-1.2,,,,,
0.000121,-1.6,0.000121,-1.2,,,,,
0.000122,-1.6,0.000122,-1.6,,,,,
0.000122,-1.6,0.000122,-1.2,,,,,
0.000122,-1.8,0.000122,-1.4,,,,,
0.000122,-1.8,0.000122,-1.6,,,,,
0.000122,-1.8,0.000122,-1.6,,,,,
0.000122,-1.8,0.000122,-1.4,,,,,
0.000122,-1.6,0.000122,-1,,,,,
0.000122,-2,0.000122,-1.4,,,,,
0.000122,-1.8,0.000122,-1.2,,,,,
0.000122,-2,0.000122,-1.4,,,,,
0.000123,-2,0.000123,-1,,,,,
0.000123,-2,0.000123,-1.2,,,,,
0.000123,-2,0.000123,-1.4,,,,,
0.000123,-2.2,0.000123,-1.2,,,,,
0.000123,-2.2,0.000123,-1.4,,,,,
0.000123,-2,0.000123,-1.2,,,,,
0.000123,-2,0.000123,-1,,,,,
0.000123,-2,0.000123,-1.6,,,,,
0.000123,-2.2,0.000123,-1.4,,,,,
0.000123,-2.2,0.000123,-1.2,,,,,
0.000124,-2,0.000124,-1.6,,,,,
0.000124,-2.4,0.000124,-1.2,,,,,
0.000124,-2.2,0.000124,-1.6,,,,,
0.000124,-2.2,0.000124,-1.2,,,,,
0.000124,-2.4,0.000124,-1.4,,,,,
0.000124,-2.4,0.000124,-1.6,,,,,
0.000124,-2.2,0.000124,-1.2,,,,,
0.000124,-2.8,0.000124,-1.4,,,,,
0.000124,-2.6,0.000124,-1.4,,,,,
0.000124,-3,0.000124,-1.2,,,,,
0.000125,-2.6,0.000125,-1.4,,,,,
0.000125,-2.4,0.000125,-1.4,,,,,
0.000125,-2.2,0.000125,-1.4,,,,,
0.000125,-2.4,0.000125,-1.4,,,,,
0.000125,-2.8,0.000125,-1,,,,,
0.000125,-3,0.000125,-1.8,,,,,
0.000125,-2.8,0.000125,-1.8,,,,,
0.000125,-2.6,0.000125,-1.8,,,,,
0.000125,-3,0.000125,-1.2,,,,,
0.000125,-3,0.000125,-1.2,,,,,
0.000126,-3,0.000126,-1.2,,,,,
0.000126,-3.4,0.000126,-1.2,,,,,
0.000126,-3.2,0.000126,-1.2,,,,,
0.000126,-3.2,0.000126,-1.2,,,,,
0.000126,-3.2,0.000126,-1.2,,,,,
0.000126,-3.4,0.000126,-1.6,,,,,
0.000126,-3.6,0.000126,-1,,,,,
0.000126,-3.4,0.000126,-1.4,,,,,
0.000126,-3.2,0.000126,-1.4,,,,,
0.000126,-3.4,0.000126,-1.4,,,,,
0.000127,-3.6,0.000127,-1.6,,,,,
0.000127,-3.4,0.000127,-1.4,,,,,
0.000127,-3.8,0.000127,-1.6,,,,,
0.000127,-3.8,0.000127,-1.4,,,,,
0.000127,-3.4,0.000127,-1.2,,,,,
0.000127,-3.6,0.000127,-1.4,,,,,
0.000127,-3.8,0.000127,-1.4,,,,,
0.000127,-3.8,0.000127,-1.2,,,,,
0.000127,-3.6,0.000127,-1.4,,,,,
0.000127,-3.8,0.000127,-1.6,,,,,
0.000128,-3.8,0.000128,-1.4,,,,,
0.000128,-3.8,0.000128,-1.4,,,,,
0.000128,-4,0.000128,-1.6,,,,,
0.000128,-4,0.000128,-1.4,,,,,
0.000128,-4,0.000128,-1.4,,,,,
0.000128,-4,0.000128,-1.4,,,,,
0.000128,-4,0.000128,-1.4,,,,,
0.000128,-3.8,0.000128,-1.6,,,,,
0.000128,-4.2,0.000128,-1.6,,,,,
0.000129,-4.4,0.000129,-1.4,,,,,
0.000129,-4.2,0.000129,-1.6,,,,,
0.000129,-4.2,0.000129,-1.6,,,,,
0.000129,-4.4,0.000129,-1.2,,,,,
0.000129,-4,0.000129,-1.4,,,,,
0.000129,-4.6,0.000129,-1.6,,,,,
0.000129,-4.4,0.000129,-1.2,,,,,
0.000129,-4.4,0.000129,-1.6,,,,,
0.000129,-4.6,0.000129,-1.4,,,,,
0.000129,-4.8,0.000129,-1.4,,,,,
0.00013,-4.6,0.00013,-1.4,,,,,
0.00013,-4.8,0.00013,-1.4,,,,,
0.00013,-5,0.00013,-1.2,,,,,
0.00013,-5,0.00013,-1.4,,,,,
0.00013,-4.8,0.00013,-1.6,,,,,
0.00013,-5,0.00013,-1.6,,,,,
0.00013,-4.8,0.00013,-1.4,,,,,
0.00013,-5,0.00013,-1.6,,,,,
0.00013,-5,0.00013,-1.6,,,,,
0.00013,-5,0.00013,-1,,,,,
0.000131,-5,0.000131,-1.6,,,,,
0.000131,-5.2,0.000131,-1.6,,,,,
0.000131,-5,0.000131,-1.6,,,,,
0.000131,-5.2,0.000131,-1.8,,,,,
0.000131,-5,0.000131,-1.8,,,,,
0.000131,-5,0.000131,-1.4,,,,,
0.000131,-5.4,0.000131,-1.8,,,,,
0.000131,-5.4,0.000131,-1.6,,,,,
0.000131,-5.4,0.000131,-1.6,,,,,
0.000131,-5.6,0.000131,-1.6,,,,,
0.000131,-5.6,0.000131,-1.8,,,,,
0.000132,-5.2,0.000132,-1.6,,,,,
0.000132,-5.6,0.000132,-1.4,,,,,
0.000132,-5.4,0.000132,-1.8,,,,,
0.000132,-5.6,0.000132,-1.8,,,,,
0.000132,-5.8,0.000132,-1.8,,,,,
0.000132,-5.6,0.000132,-1.4,,,,,
0.000132,-5.6,0.000132,-1.4,,,,,
0.000132,-5.6,0.000132,-1.4,,,,,
0.000132,-6.2,0.000132,-1.6,,,,,
0.000132,-5.8,0.000132,-1.6,,,,,
0.000133,-5.6,0.000133,-1.4,,,,,
0.000133,-5.8,0.000133,-1.8,,,,,
0.000133,-6,0.000133,-1.4,,,,,
0.000133,-5.8,0.000133,-1.6,,,,,
0.000133,-6,0.000133,-1.6,,,,,
0.000133,-6,0.000133,-1.4,,,,,
0.000133,-5.8,0.000133,-1.6,,,,,
0.000133,-6.2,0.000133,-1.6,,,,,
0.000133,-5.8,0.000133,-1.6,,,,,
0.000133,-6,0.000133,-1.6,,,,,
0.000134,-6,0.000134,-1.6,,,,,
0.000134,-6.2,0.000134,-1.6,,,,,
0.000134,-6.2,0.000134,-1.6,,,,,
0.000134,-6.2,0.000134,-1.6,,,,,
0.000134,-6.2,0.000134,-1.6,,,,,
0.000134,-6,0.000134,-1.6,,,,,
0.000134,-6.4,0.000134,-1.8,,,,,
0.000134,-6.4,0.000134,-1.8,,,,,
0.000134,-6.6,0.000134,-1.8,,,,,
0.000134,-6.6,0.000134,-1.6,,,,,
0.000135,-6.2,0.000135,-1.8,,,,,
0.000135,-6,0.000135,-1.8,,,,,
0.000135,-6,0.000135,-2,,,,,
0.000135,-6.4,0.000135,-1.6,,,,,
0.000135,-6.8,0.000135,-1.8,,,,,
0.000135,-6.8,0.000135,-1.8,,,,,
0.000135,-6.4,0.000135,-2.2,,,,,
0.000135,-6.8,0.000135,-1.6,,,,,
0.000135,-6.8,0.000135,-1.6,,,,,
0.000135,-6.8,0.000135,-1.6,,,,,
0.000136,-6.8,0.000136,-1.6,,,,,
0.000136,-6.8,0.000136,-1.8,,,,,
0.000136,-6.8,0.000136,-1.8,,,,,
0.000136,-7,0.000136,-1.6,,,,,
0.000136,-7.2,0.000136,-1.8,,,,,
0.000136,-7,0.000136,-2,,,,,
0.000136,-7.2,0.000136,-1.8,,,,,
0.000136,-7,0.000136,-1.8,,,,,
0.000136,-7.2,0.000136,-1.8,,,,,
0.000136,-7,0.000136,-2,,,,,
0.000137,-7,0.000137,-2,,,,,
0.000137,-7.2,0.000137,-2,,,,,
0.000137,-7.2,0.000137,-2,,,,,
0.000137,-7.2,0.000137,-1.8,,,,,
0.000137,-7.2,0.000137,-1.8,,,,,
0.000137,-7.4,0.000137,-1.8,,,,,
0.000137,-7.2,0.000137,-1.8,,,,,
0.000137,-7.2,0.000137,-1.6,,,,,
0.000137,-7.4,0.000137,-2,,,,,
0.000137,-7.4,0.000137,-1.8,,,,,
0.000138,-7.2,0.000138,-1.8,,,,,
0.000138,-7.2,0.000138,-1.6,,,,,
0.000138,-7.6,0.000138,-1.8,,,,,
0.000138,-7,0.000138,-2,,,,,
0.000138,-7.4,0.000138,-2,,,,,
0.000138,-7.6,0.000138,-2,,,,,
0.000138,-7.2,0.000138,-2,,,,,
0.000138,-7.4,0.000138,-2.2,,,,,
0.000138,-7.6,0.000138,-2.2,,,,,
0.000139,-7.4,0.000139,-2,,,,,
0.000139,-7.8,0.000139,-1.8,,,,,
0.000139,-7.6,0.000139,-1.8,,,,,
0.000139,-7.4,0.000139,-1.8,,,,,
0.000139,-8,0.000139,-1.8,,,,,
0.000139,-7.6,0.000139,-2,,,,,
0.000139,-7.8,0.000139,-2,,,,,
0.000139,-7.6,0.000139,-1.8,,,,,
0.000139,-7.8,0.000139,-1.6,,,,,
0.000139,-7.6,0.000139,-1.8,,,,,
0.00014,-7.8,0.00014,-2,,,,,
0.00014,-8,0.00014,-2,,,,,
0.00014,-7.6,0.00014,-2,,,,,
0.00014,-7.6,0.00014,-2.2,,,,,
0.00014,-7.8,0.00014,-2.2,,,,,
0.00014,-8,0.00014,-2.2,,,,,
0.00014,-7.8,0.00014,-2.2,,,,,
0.00014,-7.8,0.00014,-1.8,,,,,
0.00014,-7.6,0.00014,-1.8,,,,,
0.00014,-7.6,0.00014,-2,,,,,
0.00014,-7.8,0.00014,-2.2,,,,,
0.000141,-7.8,0.000141,-2,,,,,
0.000141,-8,0.000141,-2,,,,,
0.000141,-7.8,0.000141,-2.2,,,,,
0.000141,-7.6,0.000141,-2,,,,,
0.000141,-7.8,0.000141,-2,,,,,
0.000141,-7.8,0.000141,-1.8,,,,,
0.000141,-8,0.000141,-2.2,,,,,
0.000141,-7.8,0.000141,-2,,,,,
0.000141,-7.8,0.000141,-2.2,,,,,
0.000141,-7.8,0.000141,-2.2,,,,,
0.000142,-7.8,0.000142,-2.2,,,,,
0.000142,-8,0.000142,-2,,,,,
0.000142,-7.8,0.000142,-2.4,,,,,
0.000142,-8,0.000142,-2,,,,,
0.000142,-7.8,0.000142,-1.8,,,,,
0.000142,-7.6,0.000142,-2,,,,,
0.000142,-8,0.000142,-2.2,,,,,
0.000142,-8,0.000142,-2,,,,,
0.000142,-7.8,0.000142,-2,,,,,
0.000142,-7.8,0.000142,-1.8,,,,,
0.000143,-8,0.000143,-2.2,,,,,
0.000143,-8.2,0.000143,-2.2,,,,,
0.000143,-8,0.000143,-2.2,,,,,
0.000143,-7.4,0.000143,-2.2,,,,,
0.000143,-7.6,0.000143,-1.8,,,,,
0.000143,-7.8,0.000143,-2.2,,,,,
0.000143,-8,0.000143,-2.2,,,,,
0.000143,-8.2,0.000143,-2.2,,,,,
0.000143,-7.8,0.000143,-2.4,,,,,
0.000143,-7.8,0.000143,-2,,,,,
0.000144,-7.8,0.000144,-2.4,,,,,
0.000144,-8,0.000144,-2.2,,,,,
0.000144,-7.8,0.000144,-2.4,,,,,
0.000144,-7.8,0.000144,-2,,,,,
0.000144,-7.4,0.000144,-2,,,,,
0.000144,-8,0.000144,-2.4,,,,,
0.000144,-7.8,0.000144,-2.2,,,,,
0.000144,-8,0.000144,-2.2,,,,,
0.000144,-7.8,0.000144,-2.2,,,,,
0.000144,-7.6,0.000144,-2.2,,,,,
0.000145,-7.4,0.000145,-2.4,,,,,
0.000145,-7.4,0.000145,-2.4,,,,,
0.000145,-7.4,0.000145,-2,,,,,
0.000145,-7.8,0.000145,-2.6,,,,,
0.000145,-7.8,0.000145,-2.6,,,,,
0.000145,-7.4,0.000145,-3,,,,,
0.000145,-7.8,0.000145,-2,,,,,
0.000145,-7.8,0.000145,-2,,,,,
0.000145,-7.6,0.000145,-2.4,,,,,
0.000145,-7.8,0.000145,-2.2,,,,,
0.000146,-7.8,0.000146,-2.4,,,,,
0.000146,-7.6,0.000146,-2.2,,,,,
0.000146,-7.8,0.000146,-2,,,,,
0.000146,-7.8,0.000146,-2.4,,,,,
0.000146,-7.8,0.000146,-2.4,,,,,
0.000146,-7.6,0.000146,-2.4,,,,,
0.000146,-7.6,0.000146,-2.4,,,,,
0.000146,-7.4,0.000146,-2.2,,,,,
0.000146,-7.6,0.000146,-2.4,,,,,
0.000146,-7.4,0.000146,-2.4,,,,,
0.000147,-7.6,0.000147,-2.6,,,,,
0.000147,-7.4,0.000147,-2.6,,,,,
0.000147,-7.4,0.000147,-2.2,,,,,
0.000147,-7.4,0.000147,-2.2,,,,,
0.000147,-7.6,0.000147,-2.2,,,,,
0.000147,-7.4,0.000147,-2.4,,,,,
0.000147,-7.2,0.000147,-2.4,,,,,
0.000147,-7.4,0.000147,-2.6,,,,,
0.000147,-7.4,0.000147,-2.4,,,,,
0.000147,-7.2,0.000147,-2.4,,,,,
0.000148,-7.4,0.000148,-2.2,,,,,
0.000148,-7.4,0.000148,-2.6,,,,,
0.000148,-7,0.000148,-2.8,,,,,
0.000148,-7.2,0.000148,-2.6,,,,,
0.000148,-7.2,0.000148,-2.4,,,,,
0.000148,-6.8,0.000148,-2.6,,,,,
0.000148,-7.2,0.000148,-2.8,,,,,
0.000148,-7,0.000148,-2.4,,,,,
0.000148,-6.8,0.000148,-2.6,,,,,
0.000149,-7,0.000149,-2.6,,,,,
0.000149,-7.2,0.000149,-2.2,,,,,
0.000149,-6.8,0.000149,-2.4,,,,,
0.000149,-7.2,0.000149,-2.6,,,,,
0.000149,-7,0.000149,-2.6,,,,,
0.000149,-6.8,0.000149,-2.8,,,,,
0.000149,-7.2,0.000149,-2.4,,,,,
0.000149,-7,0.000149,-2.4,,,,,
0.000149,-6.6,0.000149,-2.4,,,,,
0.000149,-7,0.000149,-2.6,,,,,
0.00015,-6.8,0.00015,-2.6,,,,,
0.00015,-6.6,0.00015,-2.6,,,,,
0.00015,-6.8,0.00015,-2.8,,,,,
0.00015,-6.8,0.00015,-2.8,,,,,
0.00015,-6.6,0.00015,-2.8,,,,,
0.00015,-6.2,0.00015,-2.4,,,,,
0.00015,-6.4,0.00015,-2.4,,,,,
0.00015,-6.6,0.00015,-2.4,,,,,
0.00015,-6.6,0.00015,-2.2,,,,,
0.00015,-6.4,0.00015,-2.4,,,,,
0.00015,-6.4,0.00015,-2.6,,,,,
0.000151,-6.2,0.000151,-2.6,,,,,
0.000151,-6.4,0.000151,-2.6,,,,,
0.000151,-6,0.000151,-2.4,,,,,
0.000151,-6.2,0.000151,-2.6,,,,,
0.000151,-6.2,0.000151,-2.2,,,,,
0.000151,-6.2,0.000151,-2.6,,,,,
0.000151,-6,0.000151,-2.6,,,,,
0.000151,-6,0.000151,-2.6,,,,,
0.000151,-6,0.000151,-2.8,,,,,
0.000151,-6.2,0.000151,-2.6,,,,,
0.000152,-5.8,0.000152,-2.8,,,,,
0.000152,-6,0.000152,-2.6,,,,,
0.000152,-5.8,0.000152,-2.6,,,,,
0.000152,-5.8,0.000152,-2.4,,,,,
0.000152,-5.6,0.000152,-2.2,,,,,
0.000152,-6,0.000152,-2.6,,,,,
0.000152,-5.6,0.000152,-2.6,,,,,
0.000152,-5.6,0.000152,-2.4,,,,,
0.000152,-5.4,0.000152,-2.4,,,,,
0.000152,-5.6,0.000152,-2.6,,,,,
0.000153,-5.6,0.000153,-2.6,,,,,
0.000153,-5.4,0.000153,-2.6,,,,,
0.000153,-5.2,0.000153,-2.4,,,,,
0.000153,-5.2,0.000153,-2.4,,,,,
0.000153,-5.4,0.000153,-2.8,,,,,
0.000153,-5.4,0.000153,-2.8,,,,,
0.000153,-5.6,0.000153,-2.6,,,,,
0.000153,-5.4,0.000153,-2.8,,,,,
0.000153,-5.2,0.000153,-2.4,,,,,
0.000153,-5,0.000153,-2.8,,,,,
0.000154,-4.8,0.000154,-2.4,,,,,
0.000154,-5,0.000154,-2.8,,,,,
0.000154,-4.8,0.000154,-2.6,,,,,
0.000154,-4.4,0.000154,-2.2,,,,,
0.000154,-5,0.000154,-2.8,,,,,
0.000154,-4.8,0.000154,-3,,,,,
0.000154,-5.2,0.000154,-2.6,,,,,
0.000154,-4.8,0.000154,-2.6,,,,,
0.000154,-4.6,0.000154,-2.6,,,,,
0.000154,-4.4,0.000154,-2.6,,,,,
0.000155,-4.2,0.000155,-2.6,,,,,
0.000155,-4.2,0.000155,-2.2,,,,,
0.000155,-4.8,0.000155,-2.8,,,,,
0.000155,-4.4,0.000155,-2.8,,,,,
0.000155,-4.2,0.000155,-3,,,,,
0.000155,-4.4,0.000155,-2.4,,,,,
0.000155,-4.2,0.000155,-2.4,,,,,
0.000155,-4.4,0.000155,-2.4,,,,,
0.000155,-4.2,0.000155,-2.6,,,,,
0.000155,-4.2,0.000155,-2.6,,,,,
0.000156,-4,0.000156,-2.6,,,,,
0.000156,-4,0.000156,-2.6,,,,,
0.000156,-4,0.000156,-2.8,,,,,
0.000156,-4,0.000156,-2.4,,,,,
0.000156,-4,0.000156,-2.6,,,,,
0.000156,-3.8,0.000156,-2.6,,,,,
0.000156,-3.8,0.000156,-2.4,,,,,
0.000156,-3.6,0.000156,-2.8,,,,,
0.000156,-3.6,0.000156,-2.6,,,,,
0.000156,-3.6,0.000156,-2.8,,,,,
0.000157,-3.4,0.000157,-2.6,,,,,
0.000157,-3.4,0.000157,-2.4,,,,,
0.000157,-3.6,0.000157,-2.2,,,,,
0.000157,-3.4,0.000157,-2.6,,,,,
0.000157,-3.2,0.000157,-2.6,,,,,
0.000157,-3,0.000157,-2.6,,,,,
0.000157,-3,0.000157,-2.8,,,,,
0.000157,-3,0.000157,-2.4,,,,,
0.000157,-3.2,0.000157,-2.6,,,,,
0.000157,-2.8,0.000157,-2.6,,,,,
